branch_id,country,state,city,latitude,longitude,population_density,median_income_myr,competitor_count,mall_density_index,office_density_index,tourism_score,halal_certified_area,location_score
MY-00020,Malaysia,Various,Kuala Lumpur,3.1341326356325663,101.68381199924356,9548,7108,36,2.7158551004564377,2.0256340597191533,42.698622349822955,1,78.31216689691752
MY-00021,Malaysia,Various,Kuala Lumpur,3.142757392755188,101.69209672314246,6648,5445,29,0.5177155434617654,1.2236362313787439,55.6676963088281,1,62.37748186766903
MY-00022,Malaysia,Various,Kuala Lumpur,3.1500175159732007,101.67258254107057,11944,8493,25,1.1258794822746507,2.1491095306228694,68.37108399867654,1,40.0239514704053
MY-00023,Malaysia,Various,Kuala Lumpur,3.148513604443964,101.73281642821567,8446,5045,34,3.9055369416335597,2.268939761000422,77.98302608651235,1,71.66273473020715
MY-00024,Malaysia,Various,Kuala Lumpur,3.180016332385926,101.68830648145227,14151,8548,65,2.2471768295966332,3.074018896441324,69.9560109299101,0,84.64578320182717
MY-00025,Malaysia,Various,Kuala Lumpur,3.112251234067517,101.6832529830939,6060,6327,50,3.8832918666528435,4.836289896901638,75.44561460537841,0,45.03135235912514
MY-00026,Malaysia,Various,Kuala Lumpur,3.1323022757189944,101.69974598191484,13319,6065,29,1.8814201338331527,4.298959133268401,80.45109426270406,0,33.57971664499841
MY-00027,Malaysia,Various,Kuala Lumpur,3.1217842004076246,101.70774404242219,12806,4154,6,1.6289276748351018,4.319014077161035,28.880386543731873,1,55.933298499014
MY-00028,Malaysia,Various,Kuala Lumpur,3.1289958493756522,101.66152272615624,6841,6455,17,0.7855796314008412,0.5233318824829405,60.81313697166134,0,24.611159604995297
MY-00029,Malaysia,Various,Kuala Lumpur,3.1306608265333806,101.68498397757304,11002,5166,70,2.0346594305633046,3.5241176088283974,41.329923385857576,0,83.81965774018451
MY-00030,Malaysia,Various,Kuala Lumpur,3.1412475057450937,101.68901361052106,14907,8777,74,1.5614293013562799,2.9168709223849496,41.23233071674265,1,37.650289528283224
MY-00031,Malaysia,Various,Kuala Lumpur,3.138285344332644,101.69468041686576,9869,4876,51,2.948292737685178,1.1225889158801061,28.628452445793037,1,66.44868177169688
MY-00032,Malaysia,Various,Kuala Lumpur,3.1373920828725828,101.6796067407137,10177,5369,66,3.4259304217927204,3.631883927421641,46.58194138692754,0,30.168407773620594
MY-00033,Malaysia,Various,Kuala Lumpur,3.1437665054865565,101.66271659039238,5559,7672,5,3.8420284823211794,3.820536125130958,56.033013413241044,1,47.274004057806344
MY-00034,Malaysia,Various,Kuala Lumpur,3.128038878951555,101.66770120400105,12253,6744,33,0.9062542417742068,0.7070118890978874,22.64737215073306,1,65.73776085970154
MY-00035,Malaysia,Various,Kuala Lumpur,3.1250960429263284,101.68600711965907,7479,8646,37,2.12635834528864,3.423981571892435,23.12383007280719,1,77.63422517437309
MY-00036,Malaysia,Various,Kuala Lumpur,3.13902720416792,101.69823902922687,14207,5348,8,2.655479075364698,4.747512220523407,81.37635381313588,1,61.366233833990734
MY-00037,Malaysia,Various,Kuala Lumpur,3.1481175781050217,101.70238769189241,7427,5568,37,3.3392146185760105,4.192877640847799,60.68607855660223,1,62.34651017075622
MY-00038,Malaysia,Various,Kuala Lumpur,3.1289653775902497,101.67387873661893,9107,7373,6,0.6363709630858176,3.282142479520518,41.876023967767225,1,45.05078036276173
MY-00039,Malaysia,Various,Kuala Lumpur,3.122125723932507,101.70612880570471,13306,4616,11,0.9135768966757969,3.635317244138678,60.88128504069246,1,67.77961784725258
MY-00040,Malaysia,Various,Kuala Lumpur,3.1295544871410232,101.70005131974928,10988,6504,28,3.323921587435424,4.95727313900303,46.82014899924272,1,70.4668424482298
MY-00041,Malaysia,Various,Kuala Lumpur,3.1472064607175505,101.68386711021348,8440,7766,17,3.089680661565811,1.5720626858179074,44.55237760145917,1,52.27647739440005
MY-00042,Malaysia,Various,Kuala Lumpur,3.115825015771045,101.6742589735527,12186,4395,65,3.6688369174674227,0.910790045537601,40.75538644337696,1,81.78946455094115
MY-00043,Malaysia,Various,Kuala Lumpur,3.1676847645975994,101.7028784062382,9980,7140,16,1.6503259087947058,3.526333052346673,68.9043444134492,1,71.325179281646
MY-00044,Malaysia,Various,Kuala Lumpur,3.138816298407296,101.6734411844277,11541,7294,9,3.079624448768531,2.95662096574245,65.87904645211515,1,64.72195066137755
MY-00045,Malaysia,Various,Kuala Lumpur,3.140351088804725,101.688140956537,6542,5191,46,1.8882806068398814,4.513536089495495,29.529313409981658,1,35.15982470759431
MY-00046,Malaysia,Various,Kuala Lumpur,3.154910386947704,101.69046227877432,6365,4499,21,3.8153700208435053,4.937004787202919,68.9695820418312,1,25.42754658541347
MY-00047,Malaysia,Various,Kuala Lumpur,3.14366361348397,101.70903034325424,9186,4713,23,0.8891911880715297,2.716812969308866,20.73798690988224,1,23.65971291931943
MY-00048,Malaysia,Various,Kuala Lumpur,3.1580670733897134,101.69846294652196,5504,5214,29,3.540096948663111,1.5061812733375368,82.60946506363973,0,83.04212373599654
MY-00049,Malaysia,Various,Kuala Lumpur,3.142361387227156,101.68708888601172,10348,5250,23,3.8925588746668462,2.8539402987656697,60.910911478792066,1,49.54516920990526
MY-00050,Malaysia,Various,Kuala Lumpur,3.157006173226201,101.71414131685366,7703,4470,61,3.7033901958418722,4.814160833335308,23.76115335425098,1,26.939144285832484
MY-00051,Malaysia,Various,Kuala Lumpur,3.124191561884906,101.67953254706875,11819,8185,12,1.7367327980911849,3.1264525033289243,25.052751402724013,1,84.10369839117419
MY-00052,Malaysia,Various,Kuala Lumpur,3.144126339636657,101.71504256258824,11132,6508,33,0.966147938283124,0.8429017081962342,81.13456876379992,1,57.775570376753706
MY-00053,Malaysia,Various,Kuala Lumpur,3.141130751378763,101.70245737697417,10124,5015,37,3.2216079930732895,2.661665368398596,84.04359329325779,1,68.72258949844468
MY-00054,Malaysia,Various,Kuala Lumpur,3.156302978080118,101.68127484057445,9784,8000,5,0.5478518768944904,0.8391157715860804,64.96143581597929,1,68.74419871554817
MY-00055,Malaysia,Various,Kuala Lumpur,3.141496443037047,101.69901333447407,8636,6724,78,3.47376586737094,1.6130664578443894,49.285368795156074,0,82.01331677181696
MY-00056,Malaysia,Various,Kuala Lumpur,3.118471148266872,101.69493237714963,9976,8583,36,0.6641376372692698,1.709026169113883,21.442008231969606,1,50.953695291285925
MY-00057,Malaysia,Various,Kuala Lumpur,3.131231316162915,101.70029238046448,6077,4235,9,0.809428781779763,4.063180277613348,58.347133313946344,1,47.33482561322988
MY-00058,Malaysia,Various,Kuala Lumpur,3.147906132637618,101.70509222610524,9530,6150,42,2.6604229923405223,4.912082262915701,59.52571022022254,1,56.06301455524467
MY-00059,Malaysia,Various,Kuala Lumpur,3.142767924583295,101.6800930500254,9261,5358,34,2.6773034507975573,4.380636689360353,81.71884053774673,0,80.22819563549714
MY-00060,Malaysia,Various,Kuala Lumpur,3.1134492634096724,101.68606678451654,9164,6593,10,2.2241633289750435,1.979382246293787,61.171055530587175,0,24.931116327063155
MY-00061,Malaysia,Various,Kuala Lumpur,3.122481221427293,101.69421509912384,14911,4280,71,3.56011161699046,2.818562246888949,83.25217270255678,1,34.55018928391084
MY-00062,Malaysia,Various,Kuala Lumpur,3.1314514377150138,101.70257969189511,9777,7900,26,0.8104588681496947,1.0428614199527035,49.950619922127174,0,43.6775409681249
MY-00063,Malaysia,Various,Kuala Lumpur,3.1684708769937457,101.68742895327956,12240,6296,51,2.6976513632181773,0.8679156437699236,76.78261056694052,1,23.970067390566143
MY-00064,Malaysia,Various,Kuala Lumpur,3.1517703139690076,101.67759454416196,6276,6766,51,1.796652359769837,2.680353433359596,60.18656014946924,1,50.064756548654614
MY-00065,Malaysia,Various,Kuala Lumpur,3.151771031385682,101.67208096231305,6646,4918,22,2.065943283882091,2.8967776990476044,35.760582736257426,0,44.52347060180047
MY-00066,Malaysia,Various,Kuala Lumpur,3.129301406736362,101.67067677994578,9632,7596,29,2.8768581170057135,4.051270573733023,52.39874293038872,0,54.9119252182056
MY-00067,Malaysia,Various,Kuala Lumpur,3.1618468611590447,101.69498365065526,11891,6472,10,3.6487658900075433,3.2339985003210776,35.88295510520254,1,41.47265128325941
MY-00068,Malaysia,Various,Kuala Lumpur,3.1297436438756967,101.66801736937671,11767,6563,79,0.8076066858905036,4.126391990335145,23.617476808203396,1,23.356306061843334
MY-00069,Malaysia,Various,Kuala Lumpur,3.1509622630671745,101.68907806090428,10966,4645,55,3.373015156036734,3.7330577187644916,54.77738758291918,1,74.50786631567061
MY-00070,Malaysia,Various,Kuala Lumpur,3.125354605747773,101.69647935474755,9208,8654,5,2.637170148545714,1.798837489581151,57.780484392469795,0,51.27410662056313
MY-00071,Malaysia,Various,Kuala Lumpur,3.1292224583829675,101.68761098006973,5009,4260,27,2.4212269296114206,1.4077870804860613,64.49715061218916,0,29.023610273731325
MY-00072,Malaysia,Various,Kuala Lumpur,3.174848174083275,101.67783378282802,8490,7677,53,3.4775461100575917,3.8568853649692314,46.5536890408346,1,84.4104159697304
MY-00073,Malaysia,Various,Kuala Lumpur,3.1313739106765937,101.6682723922494,7560,7391,26,0.6683312538743069,4.016815167881367,73.81615766653698,1,71.96991350976852
MY-00074,Malaysia,Various,Kuala Lumpur,3.13236351437633,101.69378065257338,7898,4077,30,3.677531456618806,1.9228846203342258,58.23993392667869,1,49.37665908443755
MY-00075,Malaysia,Various,Kuala Lumpur,3.1472879972852112,101.69133325676468,12804,8670,19,2.52120194817144,2.0991310331827817,45.446337163097624,1,24.330242305403104
MY-00076,Malaysia,Various,Kuala Lumpur,3.1426302271610167,101.66394281885219,13389,6626,11,3.056921978832555,3.621729233315023,30.837499399569907,1,52.20253571625776
MY-00077,Malaysia,Various,Kuala Lumpur,3.146193713866496,101.71064546190934,7204,6597,61,1.5910272372844187,1.618201129165096,68.356509017224,0,57.04282951663557
MY-00078,Malaysia,Various,Kuala Lumpur,3.1461846973861958,101.6919049315793,11028,8910,56,1.8905055169612854,4.087829146007991,29.744632777670297,0,66.94641694554932
MY-00079,Malaysia,Various,Kuala Lumpur,3.152044088801585,101.70723456788207,11898,5955,40,3.0066267615653324,3.195632141497969,73.7419238075901,1,42.26407671660532
MY-00080,Malaysia,Various,Kuala Lumpur,3.1328958364919184,101.66511693934793,5345,6349,16,3.6914834309503766,1.1260228736437785,26.55164919603262,0,67.19621309405605
MY-00081,Malaysia,Various,Kuala Lumpur,3.125867124597822,101.68996915314287,8876,4126,35,2.6235026623399955,2.408588020860737,67.86887531560699,1,80.16195333894046
MY-00082,Malaysia,Various,Kuala Lumpur,3.1241559276961213,101.6850131961985,8476,7417,40,0.9363193842114339,4.643788471778175,76.54326353403835,1,58.4329033234204
MY-00083,Malaysia,Various,Kuala Lumpur,3.1301786976052814,101.68489898713162,13393,7507,61,0.51621208051611,2.000746272610149,45.88096508341131,1,79.79061506682943
MY-00084,Malaysia,Various,Kuala Lumpur,3.119650586503884,101.66747381841904,13609,7600,47,0.6149633458520343,4.60737258295608,36.13471877921487,1,30.758365632818297
MY-00085,Malaysia,Various,Kuala Lumpur,3.1282254487574384,101.70048831417235,7713,6203,53,1.12312588404413,4.824816428612548,29.663077303952342,1,25.54772842511185
MY-00086,Malaysia,Various,Kuala Lumpur,3.1390104867633575,101.68927383971429,14984,5759,17,1.8906134041015925,2.420550074015372,71.9858314348275,1,50.43506884868965
MY-00087,Malaysia,Various,Kuala Lumpur,3.1174943714130716,101.70888084633278,12311,7495,23,0.7299802379992333,3.9898742751275478,49.4637742586218,1,48.64957855098483
MY-00088,Malaysia,Various,Kuala Lumpur,3.1576912778874644,101.65579914651387,9926,7335,33,0.7642617733136123,3.889607993363529,37.69962055681947,1,54.227600332854095
MY-00089,Malaysia,Various,Kuala Lumpur,3.157333050193119,101.6542851465387,10954,6490,76,0.8643800369460084,4.0996223841793515,31.605403033531687,1,35.48188076803722
MY-00090,Malaysia,Various,Kuala Lumpur,3.1353951190276277,101.68127768788675,14503,7191,50,3.4057695259844705,2.2873258832830468,63.425533877092,0,39.05460246696586
MY-00091,Malaysia,Various,Kuala Lumpur,3.1139533124189738,101.71337030401394,13705,5920,51,2.6866644486513787,2.0113963571742577,73.63197654247288,1,22.224827203334392
MY-00092,Malaysia,Various,Kuala Lumpur,3.1318670418375345,101.70213530417594,6279,7577,28,0.8998327407213889,3.045994789849522,84.04887529571275,1,31.836964023402913
MY-00093,Malaysia,Various,Kuala Lumpur,3.173177180922826,101.64513993656796,7599,8033,29,1.402606899016208,1.1271023333277086,74.27046539195445,1,54.169861849674575
MY-00094,Malaysia,Various,Kuala Lumpur,3.1309036047953596,101.67522542911895,5074,6175,46,2.5178076642998874,1.733248493092427,56.02157016352657,1,73.9332172409681
MY-00095,Malaysia,Various,Kuala Lumpur,3.142840446014708,101.70164036475917,11136,4454,14,3.700441810737359,2.384467362014329,44.904004336217334,1,23.052787840378578
MY-00096,Malaysia,Various,Kuala Lumpur,3.1467648853070367,101.67601384280269,7866,8788,40,3.1984507393741746,0.8071236740934121,74.4101343956969,1,79.50838902397442
MY-00097,Malaysia,Various,Kuala Lumpur,3.150220520889426,101.70941457445846,6333,8193,59,2.8228490787692686,4.715733826961411,67.61718631866627,0,22.026903778983502
MY-00098,Malaysia,Various,Kuala Lumpur,3.14811350296497,101.6641123002552,12101,8460,77,3.1981927131103767,0.9796921391019731,24.88395581282757,1,52.2069355534029
MY-00099,Malaysia,Various,Kuala Lumpur,3.1295954941331834,101.71408672836995,12970,8226,48,3.8869478587248025,0.5236421835127321,26.701093490893417,1,72.48296636808948
MY-00100,Malaysia,Various,Kuala Lumpur,3.142262618585403,101.71608806927242,9107,5341,12,2.7363228486699165,3.915661304924824,67.06671640275401,1,83.73749201169923
MY-00101,Malaysia,Various,Kuala Lumpur,3.1430057557802265,101.69791679211176,8993,4488,30,0.6379938397897706,3.675088276320598,80.14114063201828,0,56.91643998592092
MY-00102,Malaysia,Various,Kuala Lumpur,3.122784151893876,101.70269729279998,13007,5521,63,3.8049327118970186,2.633963974958587,76.03277231430538,1,40.741530760811614
MY-00103,Malaysia,Various,Kuala Lumpur,3.117922601164533,101.69441550015276,12980,4130,41,2.3559279642221505,2.484644727866727,46.2915542293203,1,72.25850366105834
MY-00104,Malaysia,Various,Kuala Lumpur,3.1696359463407107,101.69417762657844,12564,6769,37,3.600922118826655,3.2713843468203705,35.142365858986196,0,76.55642680356044
MY-00105,Malaysia,Various,Kuala Lumpur,3.1497009938530813,101.68760525819685,8810,4813,33,3.185159011258944,2.3086891112415895,51.191915319754074,1,76.78901242211202
MY-00106,Malaysia,Various,Kuala Lumpur,3.1137726951230014,101.66052101500009,8760,6050,49,1.741177551742718,1.7925754624433679,39.260027829639355,0,22.73605732636352
MY-00107,Malaysia,Various,Kuala Lumpur,3.1099948254833865,101.66878906252529,12511,4963,16,3.8474549414579875,4.090951949645225,36.83387235411789,1,83.8514834802053
MY-00108,Malaysia,Various,Kuala Lumpur,3.1426524360821184,101.70082146664923,6868,8867,63,1.9055308274892062,4.270215808774605,34.986997727326234,1,27.822019532274737
MY-00109,Malaysia,Various,Kuala Lumpur,3.137076827108573,101.67938290049082,5936,6800,7,3.3917199352788803,4.103463592084438,60.93556499474995,0,53.686923833965494
MY-00110,Malaysia,Various,Kuala Lumpur,3.1484716944030087,101.72370763261218,12657,6466,54,2.219152193040193,4.9835109911302595,78.33334962300324,1,60.490929890782716
MY-00111,Malaysia,Various,Kuala Lumpur,3.105314992015092,101.67372443219361,14179,5218,29,3.482677366714527,0.6594006578834528,41.388338749041615,1,67.78882254402443
MY-00112,Malaysia,Various,Kuala Lumpur,3.1245157360018427,101.67409878940374,9133,7972,52,2.2355650727756977,0.8647079715844157,34.311908126737734,1,24.94850586686951
MY-00113,Malaysia,Various,Kuala Lumpur,3.1387536565589085,101.70472589910172,5317,6396,62,2.4996162967185094,3.479504045479541,55.34562901983095,1,67.70414473199061
MY-00114,Malaysia,Various,Kuala Lumpur,3.1555248507099454,101.68785426639924,7139,5704,17,3.429546649272852,3.6386215775117763,64.20915016441953,1,68.92658157124669
MY-00115,Malaysia,Various,Kuala Lumpur,3.136493228795247,101.6891007052965,11506,7508,34,3.6804545824427874,0.5050405016604926,56.151812777584205,1,36.81474149536402
MY-00116,Malaysia,Various,Kuala Lumpur,3.148788020406392,101.65851181022043,12009,8795,68,2.389948829005494,4.009304278180146,26.953741523752296,1,55.182327613947166
MY-00117,Malaysia,Various,Kuala Lumpur,3.1375705670141953,101.69108532288655,5571,6382,41,0.8587840479673774,4.71752819256403,64.71257194955287,0,39.56263185154306
MY-00118,Malaysia,Various,Kuala Lumpur,3.133555640815469,101.68951958904051,13073,4885,69,0.702721611955794,0.8361248799103431,75.4069528479121,1,63.94339671713904
MY-00119,Malaysia,Various,Kuala Lumpur,3.1693060294552313,101.67580188585305,10043,6428,11,0.7296915060090453,4.196808263333484,44.169179400517095,1,36.41306872974484
MY-00120,Malaysia,Various,Kuala Lumpur,3.1491744911678805,101.68617955703928,12266,4038,19,3.2818334206247526,3.621570016016699,34.35002483126942,0,64.23245463485635
MY-00121,Malaysia,Various,Kuala Lumpur,3.1197954340199363,101.6999868599242,7896,7453,60,2.0131718036491066,4.746271640754195,47.28227560019795,1,45.843635867581625
MY-00122,Malaysia,Various,Kuala Lumpur,3.152468328081405,101.68380149247352,8598,7233,65,1.2012570024204943,4.40655266070739,66.4700626131461,1,50.64960990666333
MY-00123,Malaysia,Various,Kuala Lumpur,3.120763699387491,101.68921370970601,5984,7676,57,1.0378031335638944,2.541621355723772,54.47303559233664,0,71.79185881116179
MY-00124,Malaysia,Various,Kuala Lumpur,3.146707527895983,101.68304784537371,9473,6946,24,3.287880518416617,2.666850581806475,27.62503228255564,0,64.56174366988313
MY-00125,Malaysia,Various,Kuala Lumpur,3.1186259320491496,101.68215853197344,14208,4116,6,3.2914568522301586,1.896628815156082,49.58930969031708,0,24.709047706646327
MY-00126,Malaysia,Various,Kuala Lumpur,3.1322154052112636,101.65054181010056,13357,5567,15,2.932436601442899,4.370550787351421,70.69031427806775,0,51.23295157175888
MY-00127,Malaysia,Various,Kuala Lumpur,3.13505017146079,101.6808506574704,8117,4591,58,2.663545070113417,3.6610923674484677,56.377164426649415,0,41.21998503585947
MY-00128,Malaysia,Various,Kuala Lumpur,3.1258552199803873,101.68746490349751,6949,4917,70,3.92113235210175,1.4038659043803237,65.05760615347427,1,22.676927193152657
MY-00129,Malaysia,Various,Kuala Lumpur,3.1442783660185962,101.68889171047395,13508,4634,10,2.581718230819276,3.2747206183811333,59.84137136626438,0,80.78811799446487
MY-00130,Malaysia,Various,Kuala Lumpur,3.1411937201172826,101.69473180535881,14299,8206,11,2.8128704140473775,2.988506536663813,58.83593107107546,1,51.258749044184015
MY-00131,Malaysia,Various,Kuala Lumpur,3.1642847245212873,101.67999556833709,12179,6134,16,1.0584063803961592,4.423026049664907,34.24890917827288,1,41.898226465121944
MY-00132,Malaysia,Various,Kuala Lumpur,3.1468425323205325,101.67829449994092,9790,6335,55,1.0658539045138093,0.5938751268119214,62.462096250426455,1,55.26111132175889
MY-00133,Malaysia,Various,Kuala Lumpur,3.126349402681909,101.68669675677928,13946,8130,65,0.7526944314271155,0.6379362599261273,36.74938775322889,1,76.43771285154473
MY-00134,Malaysia,Various,Kuala Lumpur,3.152993186264929,101.69999737822928,13595,8611,24,2.2669570866255624,2.9448523551347976,53.40973140756712,1,21.910638974172976
MY-00135,Malaysia,Various,Kuala Lumpur,3.162530635165164,101.66374693282246,14633,6979,10,2.79253268591238,4.964599923533026,38.45054435956193,1,44.95006487140676
MY-00136,Malaysia,Various,Kuala Lumpur,3.1576949032869615,101.68499782753145,12904,6914,30,3.00538737638731,4.5906463429953845,31.67940207656573,0,83.14068111270657
MY-00137,Malaysia,Various,Kuala Lumpur,3.143857001914089,101.6825276503151,9648,6365,64,1.9175727967811254,3.1681327992430184,57.661968457327546,1,26.191998017050707
MY-00138,Malaysia,Various,Kuala Lumpur,3.1191238529359593,101.70299578238505,13219,6113,39,2.798578325894523,1.963355289011127,70.27575316962904,0,83.03836793010541
MY-00139,Malaysia,Various,Kuala Lumpur,3.1156615202426514,101.6828140604425,5629,4269,78,2.0707215084099104,3.5122568065671262,29.474176935908858,1,58.21248412217515
MY-00140,Malaysia,Various,Kuala Lumpur,3.1195524734877873,101.66421106748741,8178,6734,41,3.236266154457603,3.674235173504916,49.01396202331806,1,56.279116223601086
MY-00141,Malaysia,Various,Kuala Lumpur,3.1312532658741725,101.68756365781336,5968,5316,24,0.6809389303453444,3.3800133507661116,34.6055765032242,0,25.756112974510692
MY-00142,Malaysia,Various,Kuala Lumpur,3.1418640662615993,101.67348155151379,14227,8585,24,3.9532054303559643,4.843034133962205,20.321098760736625,1,61.542795958007524
MY-00143,Malaysia,Various,Kuala Lumpur,3.1369963023804215,101.703187995128,11638,7249,27,2.8340249014113654,1.128430646403408,21.948283341724068,1,65.80424957788203
MY-00144,Malaysia,Various,Kuala Lumpur,3.1481916085759383,101.67109876655239,14556,4128,12,1.0465734567726088,1.555525820006729,82.61754413332594,0,63.00610277412454
MY-00145,Malaysia,Various,Kuala Lumpur,3.1382255729156157,101.68984873110232,11257,8049,21,3.408070169695969,4.390739761797665,69.95375869404643,0,71.7081741602662
MY-00146,Malaysia,Various,Kuala Lumpur,3.1417096819641315,101.6981761041009,8124,5327,73,2.5201483284911186,2.0685815025888674,30.353683940782332,1,40.677250985177764
MY-00147,Malaysia,Various,Kuala Lumpur,3.1339823874046484,101.68999286473043,8230,4488,79,3.5748044645547177,2.3186314474296483,41.25715550161051,1,72.50998622618181
MY-00148,Malaysia,Various,Kuala Lumpur,3.1498219941067758,101.69643095398322,14042,5388,79,1.8148528815860427,1.8359117355212635,62.18985282163555,1,60.963568641394374
MY-00149,Malaysia,Various,Kuala Lumpur,3.1565737079032377,101.71732535788345,7875,5440,53,2.409904109734157,2.499887537380407,20.953358708007148,1,30.948885034276778
MY-00150,Malaysia,Various,Kuala Lumpur,3.158037657738147,101.69736605692223,14218,7865,76,2.316786247976763,2.6563184493337895,21.66673427741832,1,44.712715221080714
MY-00151,Malaysia,Various,Kuala Lumpur,3.1606807703437436,101.6595389518916,13234,4943,74,3.1140650064753794,3.719709081946735,53.88021861154673,1,48.006035949972166
MY-00152,Malaysia,Various,Kuala Lumpur,3.140939604627495,101.69260071195188,9146,7854,72,3.7705260938193,2.082302092578355,26.592353849199075,1,36.690476901833016
MY-00153,Malaysia,Various,Kuala Lumpur,3.124171133392736,101.67034616024176,11894,4105,40,3.0117252506802035,2.299573430618703,83.48714051306763,1,53.96126763354769
MY-00154,Malaysia,Various,Kuala Lumpur,3.1308951672529375,101.69460311062245,12102,6359,46,1.1482995629159338,4.629886201271198,47.59428263776353,0,73.02366182777826
MY-00155,Malaysia,Various,Kuala Lumpur,3.146155055790926,101.6527463095285,11284,5300,13,3.278103476331807,3.4097266104028705,31.360273783779515,1,78.88292181120443
MY-00156,Malaysia,Various,Kuala Lumpur,3.1437511308820665,101.70954493687593,6316,8145,28,3.3791501147978744,2.4068221414194326,63.39074345394558,0,60.550856103977246
MY-00157,Malaysia,Various,Kuala Lumpur,3.172340434437026,101.66833268583869,14776,4482,37,1.2585893003177149,0.9307154998407278,21.536508093011864,1,59.46111234577075
MY-00158,Malaysia,Various,Kuala Lumpur,3.115945780599605,101.69091626836546,6100,4440,29,3.957249320752106,1.113978886505299,65.18439601309359,1,47.832974970164955
MY-00159,Malaysia,Various,Kuala Lumpur,3.153645759301931,101.70346073704725,7349,7602,72,3.035185859950594,3.1027411265288407,37.82044332638738,0,25.567786223767985
MY-00160,Malaysia,Various,Kuala Lumpur,3.1224883107574497,101.6762305206286,7472,7046,72,2.0484347776823433,4.243384009631399,63.524170048707525,0,61.6109345488308
MY-00161,Malaysia,Various,Kuala Lumpur,3.1484693692489025,101.66355076043804,13258,7061,48,1.6351681359038146,1.9985086087618906,63.516652087882356,1,63.01954734020961
MY-00162,Malaysia,Various,Kuala Lumpur,3.164088585802565,101.69318528514049,9211,4661,48,0.8106858793771896,4.827495811796659,61.27240296341716,1,31.08106598130464
MY-00163,Malaysia,Various,Kuala Lumpur,3.1156598990083944,101.65957142901021,8083,8752,20,2.827191035705263,4.079524823553781,80.26655826616442,0,45.955534527605025
